"","gene","fc_PCR_vs_RD","pval","mean_PCR","mean_RD","mean_diff"
"239","CRYBA4",1.07163473695972,0.867988943074274,0.0282081578947368,0.0263225490196078,0.001885608875129
"240","GAS2L1",1.00371681024406,0.979495199391899,-0.120341315789474,-0.11989568627451,-0.00044562951496388
"241","CTPS2",0.981771836373276,0.968911144455804,-0.0912518421052632,-0.0929460784313726,0.00169423632610939
"242","RNF185",1.21167902981853,0.646763973330284,-0.0764065789473684,-0.063058431372549,-0.0133481475748194
"243","YWHAH",1.54188783597825,0.359380092414702,-0.121009473684211,-0.0784813725490196,-0.0425281011351909
"244","TOM1",1.07268298030096,0.620607012365268,-0.232373421052632,-0.216628235294118,-0.0157451857585139
"245","RBFOX2",0.832807276083255,0.613217475012467,-0.0569555263157895,-0.0683898039215686,0.0114342776057792
"246","MFNG",1.8567897404853,0.715552218532637,0.0331094736842105,0.017831568627451,0.0152779050567595
"247","MAFF",0.558166822001256,0.711138463711724,0.0101915789473684,0.0182590196078431,-0.00806744066047472
"248","GTPBP1",0.712648318853444,0.448070633200429,-0.0396194736842105,-0.0555947058823529,0.0159752321981424
"249","SMCR7L",1.84332462673967,0.411887348262992,0.0388692105263158,0.0210864705882353,0.0177827399380805
"250","ACO2",0.949556814638386,0.69316369214117,-0.147702631578947,-0.155549019607843,0.00784638802889578
"251","TYW3",1.13090267048901,0.669613413161795,0.0979015789473684,0.0865694117647059,0.0113321671826625
"252","TYW3.1",0.327204148647405,0.326734312177406,0.0140921052631579,0.0430682352941177,-0.0289761300309598
"253","PNRC2",1.23986978583594,0.474564495893791,-0.0915505263157895,-0.0738388235294118,-0.0177117027863777
"254","FAAH",0.960024923150821,0.778828537939056,-0.194791315789474,-0.202902352941176,0.0081110371517028
"255","DUSP23",1.06223856658625,0.830950415887742,-0.135972368421053,-0.128005490196078,-0.00796687822497419
"256","PIGM",1.13465989012963,0.823494958171526,-0.0723739473684211,-0.0637847058823529,-0.00858924148606811
"257","CFHR3",1.1597114904905,0.724909377234501,0.112125,0.0966835294117647,0.0154414705882353
"259","KTI12",1.63012487602612,0.115954873368315,0.0878292105263158,0.0538788235294118,0.033950386996904
"260","TMEM59",0.382010018252361,0.1282949220771,-0.0365518421052632,-0.0956829411764706,0.0591310990712074
"261","S100A7",1.05888632810222,0.784326239400326,-0.61962,-0.585161960784314,-0.0344580392156862
"262","LCE1A",10.646405410488,0.017235089221513,0.095231052631579,0.00894490196078431,0.0862861506707946
"263","PTGER3",3.86482578220103,0.569740370864628,0.0306018421052632,0.00791803921568627,0.0226838028895769
"264","RC3H1",0.686604199303234,0.20642987984092,0.116370526315789,0.169487058823529,-0.0531165325077399
"265","OCLM",1.15990995716187,0.388970542547048,-0.0519205263157895,-0.0447625490196078,-0.00715797729618163
"266","LCK",1.83672325881784,0.233320296483415,0.155375263157895,0.0845937254901961,0.0707815376676987
"267","ADC",1.02471717056605,0.846052895135279,-0.155338684210526,-0.151591764705882,-0.00374691950464398
"268","PSEN2",0.0916785849059596,0.176509451285488,0.00447526315789474,0.0488147058823529,-0.0443394427244582
"270","YTHDF2",-2.60012035626534,0.274847266448526,-0.0198868421052632,0.00764843137254902,-0.0275352734778122
"271","RGS8",1.36518430007533,0.534999786474637,0.030915,0.0226452941176471,0.00826970588235294
