"","TCGA.3C.AALI.01","TCGA.A2.A04W.01","TCGA.A2.A04X.01","TCGA.A2.A0CX.01","TCGA.A2.A0D1.01","TCGA.A2.A0EQ.01","TCGA.A2.A0T1.01","TCGA.A2.A3XV.01","TCGA.A2.A3XZ.01","TCGA.A8.A07I.01","TCGA.A8.A08B.01","TCGA.A8.A08J.01","TCGA.A8.A08L.01","TCGA.A8.A08X.01","TCGA.A8.A094.01","TCGA.A8.A09G.01","TCGA.A8.A09X.01","TCGA.A8.A0A7.01","TCGA.AC.A23H.01","TCGA.AC.A3W5.01","TCGA.AC.A5EH.01","TCGA.AN.A04C.01","TCGA.AN.A0FV.01","TCGA.AO.A0J2.01","TCGA.AO.A0JE.01","TCGA.AO.A12D.01","TCGA.AR.A0TX.01","TCGA.AR.A24U.01","TCGA.AR.A254.01","TCGA.B6.A0I9.01","TCGA.B6.A0IK.01","TCGA.B6.A0RH.01","TCGA.B6.A0RS.01","TCGA.BH.A0AW.01","TCGA.BH.A0B7.01","TCGA.BH.A0EE.01","TCGA.BH.A18P.01","TCGA.BH.A18R.01","TCGA.BH.A1EN.01","TCGA.BH.A1EV.01","TCGA.BH.A203.01","TCGA.C8.A12L.01","TCGA.C8.A12P.01","TCGA.C8.A12Q.01","TCGA.C8.A12T.01","TCGA.C8.A12Z.01","TCGA.C8.A135.01","TCGA.C8.A137.01","TCGA.C8.A138.01","TCGA.C8.A1HF.01","TCGA.C8.A1HK.01","TCGA.C8.A26X.01","TCGA.C8.A26Y.01","TCGA.C8.A275.01","TCGA.C8.A278.01","TCGA.C8.A8HP.01","TCGA.D8.A13Z.01","TCGA.D8.A1JA.01","TCGA.D8.A1JF.01","TCGA.D8.A1JG.01","TCGA.D8.A1XJ.01","TCGA.D8.A1XT.01","TCGA.E2.A14P.01","TCGA.E2.A14V.01","TCGA.E2.A152.01","TCGA.E2.A1B0.01","TCGA.E2.A1LB.01","TCGA.E9.A1RH.01","TCGA.E9.A248.01","TCGA.EW.A1OV.01","TCGA.EW.A2FR.01","TCGA.EW.A6SD.01","TCGA.GM.A2DB.01","TCGA.GM.A2DH.01","TCGA.LL.A5YO.01","TCGA.OL.A5RZ.01","TCGA.OL.A66P.01","TCGA.UU.A93S.01"
"NUP43",573.138,481.426,483.013,304.308,932.784,1137.82,511.992,386.237,552.722,835.189,627.208,524.617,2098.35,956.691999999999,1647.72,1283.13,749.25,521.005,1187.53,651.995,844.948,3435.01,586.846,845.42,970.791,929.472000000001,905.244999999999,930.506,1043.96,1554.81,901.156,879.298,744.318,921.902,869.55,596.151,1027.92,1380.39,529.656,1556.61,1804.27,1174.91,558.273,584.223,903.131,1060.11,876.958,678.173,723.257,908.227,1101.78,1046.39,900.107,938.511,1048.26,617.955,1185.43,1682.83,1414.6,613.415,1552.36,633.64,653.184,895.921,729.395,792.796,1223.41,1145.98,875.688,1309.07,823.635,609.616,563.758,1654.76,664.188,1010.74,685.611,568.741
"NUP50",840.13,1547.48,1566.91,1735.04,1850.03,1761.66,1973.43,1116.99,958.994,1318.05,1616.61,1068.2,2449.56,1597.49,1889.44,2524.95,1951.77,1343.93,2432.79,1193.34,1174.85,2184.08,1380.7,1867.22,1336.71,1889.7,1583.42,2100.34,2148.66,1840.98,2526.01,1251.03,1906.88,1155.07,1026.45,913.473,2022.16,2079.94,1673.12,1617.93,3633.98,2428.57,1566.68,1617.14,1632.48,2174.8,1790.32,1349.97,1097.73,2031.78,1839.96,1568.21,806.18,2038.54,2100.5,762.57,1526.86,2040.9,2024.49,1456.31,2499.29,1255.64,1414.9,1646.81,1484.91,2057.56,1547.79,3183.89,1955,1725.21,1208.16,983.764,1099.18,1577.05,1384,771.867,1043.88,1075.98
"NUP54",349.103,398.217,563.756,642.922,575.868,2496.58,1641.59,485.161,488.284,685.261,625.442,612.774,945.432,862.404,910.056,498.317,793.956,720.455,602.246,660.222,583.093,638.766,574.94,1167.4,858.012,581.04,667.343,698.79,705.66,631.294,544.509,322.902,940.341,499.717,571.837,763.849,855.809,984.844000000001,605.865,596.876,951.784,848.437,561.712,646.914,870.686,1020.77,800,678.704,547.066,1122.96,1351.84,639.412,617.103,756.105,631.944,341.486,672.065,1230.23,705.848,1318.67,665.512,793.439,1647.58,1083.48,893.242,769.031,562.058,974.705000000001,673.681,705.696,654.169,693.412,584.638,1313.69,869.062,576.982,481.295,570.912
"NUP62",2889.61,1789.39,1881.65,1790.04,1619.82,2400.12,2316.51,1162.56,2350.26,1648.1,1424.21,1401.62,1429.56,2655.53,1540.16,1657.92,1751.6,2147.5,1207.89,2212.85,2076.89,3239.89,1539.42,1826.08,2025.3,1890.69,1764.11,1457.47,1636.47,1981.46,1821.25,1823.56,3069.45,1568.96,1548.02,1856.4,1869.07,1491.7,1588.54,1883.14,1736.03,2176.77,1924.6,1475.55,5608.93,1046.44,2223.36,1447.56,1520.61,1767.95,2365.97,1555.89,1314.53,2872.1,1444.01,1375.49,2631.33,1187.58,1028.4,1382.13,1675.11,1187.68,1707.08,1849.14,1604.64,1224.21,1410.42,1193.16,1754.44,2738.21,1274.56,2551.75,1509,2085.66,2114.66,2515.28,1515.6,1449.9
"NUP62CL",27.7325,26.4758,61.2778,30.2694,9.4173,31.5026,31.4611,21.5054,19.9862,26.017,98.0565,28.9421,122.779,10.8101,3.7477,58.7695,25.251,10.2081,47.906,28.3834,24.7423,8.5121,21.8915,79.7834,32.0487,47.579,16.5821,7.9446,19.1819,23.2632,235.26,0.6878,14.2045,27.1647,37.5268,3.0126,12.817,52.3031,26.9909,52.3916,12.1886,17.0162,12.2277,14.0309,23.1116,1.9668,2.3041,26.0223,48.2856,166.914,18.5046,8.2683,105.553,53.251,53.8248,12.7601,56.6802,26.8147,106.385,136.602,47.7091,8.2016,18.8226,37.2476,15.8306,29.7066,21.5658,8.2468,15.8627,16.8776,15.2969,6.2847,85.7569,147.327,3.8552,47.5703,12.2302,65.123
"NUP85",996.193999999999,597.055,627.197,976.693,716.186,1299.9,715.74,1871.4,1521.02,1192.81,446.113,3512.64,1595.18,691.245,496.565,735.537,998.862,524.539,1077.74,620.321,984.742,1628.66,977.052,1855.54,690.872,368.617,507.276,434.964,916.079,889.42,921.387,428.129,1038.83,1113.75,708.006,617.573,384.876,1260.33,336.909,445.911,891.558,1230.31,594.574,702.739,789.351,385.003,1539.17,1120.02,639.527,1993.76,592.148,791.456,1149.15,1012.95,830.298,640.438,828.88,278.44,757.736,851.174,518.761,1202.72,2027.23,666.502,435.738,660.973,516.231,1412.73,1082.87,479.958,488.902,1119.93,766.592,1325.42,936.251999999999,585.166,1058.99,918.234
"NUP88",676.792,423.218,855.77,666.371,668.101,902.951,600.828,516.559,432.126,414.402,531.802,978.726,731.609,926.616,576.983,555.06,887.588,595.481,974.782,407.038,928.062,911.431,878.471,884.781,793.684,527.358,421.929,761.234,891.39,534.723,1076.1,549.154,679.334,753.797,629.203,328.13,1160.78,1409.23,899.034,524.079,927.661,646.648,910.42,369.039,905.687,464.265,509.083,572.082,668.55,652.961,971.278,614.327,574.56,1005.34,611.38,620.744,570.108,792.316,359.771,750.521,480.748,625.573,1334.61,654.111,527.381,968.723,942.846,550.57,1342.49,557.743,644.706,677.222,533.303,579.168,1040.53,397.366,983.597,627.677
"NUP93",1183.25,1201.13,1194.2,1929.17,1306.65,1405.18,1534.1,837.85,985.183,1159.74,905.477,690.286,924.81,1023.95,1202.37,594.735,872.193,782.882,734.656999999999,752.365,880.825,2095.76,1360.73,1227.24,1573.23,1100.08,1059.56,777.573,930.32,1188.66,1435.26,883.425,1718.75,1024.34,989.278,1127.36,530.257,1289.75,449.636,748.617,1422.84,1687.77,1404.66,1335.62,1391.14,595.452,1059.91,630.377,999.615,931.393,2328.58,871.842,771.914,1051.78,1058.56,2554.46,1335.76,1058.5,1265.02,951.815000000001,636.524,1169.39,3997.2,1603.63,1117.64,1744.89,1257.55,1367.06,1108.13,987.869,1346.13,1074.26,866.518,1257.37,914.774,2132.99,1085.61,1429.81
"NUP98",2244.7,2975.55,2625.93,2495.01,1320.78,2479.59,1938.98,1738.06,2106.82,3137.03,2955.83,1878.24,1668.15,2083.34,2209.24,3026.32,3268.14,2969.38,3498.62,1414.23,1444.54,1520.84,3419.3,1548.08,3048.28,2506.31,1852.79,2998.74,3821.26,2015.93,1691.33,2743.12,1975.06,1955.29,2488.21,1366.36,3667.12,4038.93,1292.39,3261.86,1857.68,2497.43,2393.2,2184.34,2313.38,3325.38,2124.88,3602.23,1843.07,1960.8,3196.8,2380.34,2178.37,2804.94,2681.61,2282.85,3259.11,4458.56,4258.86,3618.91,3142.16,3168.73,2661.59,4148.33,1669.34,3384.14,2821.07,4117.99,3780.84,2963.08,1922.02,2252.44,2970.92,3638.33,1650.01,2419.95,1302.88,1172.94
"NUPL1",706.362,897.473999999999,497.432,791.444,572.101,1197.51,662.181,396.559,1074.09,2591.11,1033.57,3105.12,742.068,1213.73,1134.92,883.378999999999,820.863,1207.3,1534.18,682.435,1390.52,655.435,1914.55,1153.16,544.422,1232.73,2300.85,1633.27,1372.96,2012.43,1865.32,670.22,1062.82,604.414,540.743,926.192,1708.69,2220.51,1155.84,992.723,1927.94,865.848999999999,854.796000000001,1139.49,1076.47,1841.43,608.295,1219.86,1171.18,847.045,814.704,695.452,1389.02,2496.62,1029.98,1009.87,930.904,1319.61,2129.72,828.666000000001,2132.11,1564.65,1004,1597.69,565.549,1409.21,1017.19,1647.45,1584.98,902.953999999999,1302.94,1575.36,512.304,2022.69,1033.73,490.537,419.425,688.133
"NUPL2",265.362,292.314,265.297,211.482,347.028,442.694,323.6,140.215,546.864,151.692,510.601,249.501,191.307,329.107,279.825,149.066,209.459,298.783,165.142,351.707,381.443,304.309,286.894,300.328,331.846,308.543,167.174,307.851,349.052,1207.46,403.468,463.893,336.174,172.609,314.51,423.096,458.116,354.235,455.352,374.115,329.808,341.512,468.858,439.137,162.226,354.026,197.235,430.165,415.051,514.107,376.594,375.287,598.134,145.043,436.247,603.372,364.912,191.224,199.145,248.885,369.293,398.175,200.641,361.269,264.767,292.982,163.99,178.257,424.733,376.582,369.826,178.066,642.058,306.389,468.677,569.309,364.029,697.54
"NUPR1",933.116,3487.78,9869.33,4064.57,4893.7,3356.68,4305.3,12567.3,806.341,3600.93,4790.64,3051.23,2399.75,3618.97,7795.13,2547.6,3495.39,2854.73,2237.89,3830.11,6050.72,5943.61,3763.8,4823.19,2064.5,1746.49,3151.27,2118.22,963.743,3180.05,2371.68,4572.9,5766.1,5020.37,3005.72,13984.9,1750.8,309.955,1611.2,2437.18,5572.68,1564.31,2917.08,2152.4,3097.4,2142.84,2875.12,3306.43,2596.64,2996.73,326.082,6741.39,4868.9,1742.57,1277.84,5396.32,1704.18,179.307,2278.14,2748.34,1684.62,4046.03,1461.35,2718.42,4649.06,1455.63,11256.9,4061.22,2083.85,1215.72,3583.98,1955.38,9556.3,2042.24,4335.95,1803.58,17500.7,13117.2
"NUS1",577.488,5347.02,847.076,1038.44,1030.25,1872.75,1107.13,524.731,1047.21,1034.51,1473.5,856.62,1821.7,1213.73,2340.41,1729.11,1022.87,1523.75,1204.49,924.311000000001,753.814,1432.52,864.522,1887.73,1104.67,1686.41,1185.11,1958.99,1829.54,1756.21,2280.92,1013.07,1537.56,1810.98,1237.31,2488.03,1373.25,2211.29,1028.19,1029.59,4866.1,1581.32,1099.73,2401.67,1293.36,2000.74,1839.17,2909.72,1377.17,1686.66,1348.84,1943.5,1233.59,1384.52,2316.79,768.646000000001,2132.25,2050.38,1604.46,1217.77,2072.33,1038.96,1376.05,1404.53,1025.43,1788.71,1226.55,1883.75,4317.25,1424.05,1455.61,695.087,1952.27,1943.16,1057.41,679.795,1309.35,734.443
"NUSAP1",654.16,434.959,1844.1,877.812,1564.21,1736.37,761.433,599.14,624.397,2085.77,2128.98,1024.28,1219.86,1067.2,1935.04,1287.73,1116.84,433.058,1694.56,742.081,816.082,1566.94,659.049,1930.47,818.661,698.306,727.58,1282.05,2073.97,1197.9,1900.58,1299.86,1302.4,1677.42,865.618,1800.5,1853.34,2471.32,671.278,1231.78,1676.64,1453.9,838.747,833.495,1113.8,1580.33,920.277,2453.53,970.335,1815.27,1575.39,1253.56,2211.11,3373.64,1042.61,764.393,1225.91,786.836,441.191,1595.24,1629.96,1074.41,1255.11,2047.3,649.847,1257.89,888.689,1686.78,1576.56,820.148,614.277,918.823,809.098,1364.8,1146.08,993.35,485.611,1075.98
"NUTF2",2417.62,3596.92,2697.31,1865.81,3092.17,1962.69,1920.25,4717.85,2228.12,2344.17,1694.35,1680.64,3167.83,1990.86,1312.93,789.103,1931.91,1165.29,2286.1,1494.04,1435.46,4478.45,2443.4,2473.86,2260.45,1838.76,1785.79,1140.04,1358.13,3514.66,2941.62,2754.13,1931.5,2205.43,1789.49,1971.55,795.386000000001,1898.66,1142.82,1101.78,2423.73,2592.8,1639.66,1812.97,2884.06,1055.19,2354.38,1196.49,2579.17,2081.68,3380.85,1894.81,1590.03,2303.03,1957.96,3542.46,1748.99,1814.19,1690.27,1032.79,1392.02,3457.11,6285.14,1859.09,2145.44,2242.85,1786.81,1571.01,1441.24,1738.4,2407.62,2076.46,6463.09,1914.73,1923.72,5476.73,2915.83,3081.77
"NVL",1533.44,678.644,1243.94,1248.31,1671.57,1022.59,1117.99,465.807,973.811,1036.71,2463.78,692.615,1539.02,908.647,1453.47,1322.01,1539.89,762.858,698.654,957.631,1550.93,1091.33,1220.55,2013.68,1218.66,788.177,1192.22,1267.16,1144.81,713.193,1449.71,1529.92,1098.17,688.738,1155.11,1274.31,3470.48,1260.33,895.779,1078.88,877.935,1337.16,851.356,780.954,636.014,2570.62,1541.47,1368.56,684.731,1684.88,1089.27,696.371,610.066,2814.36,1132.65,549.901,1009.45,1424.7,1306.47,818.576,2165.33,1303.26,3752.9,1028.1,1777.78,1147.42,1446.7,794.227,846.876000000001,775.317,631.674,899.131,427.293,1393.22,753.958,2195.4,435.971,1308.25
"NWD1",3.8064,14.5887,1.8023,7.2647,33.9023,2.9016,11.2361,33.9785,21.02,6.1735,148.41,0,330.901,5.405,2.4984,28.7726,1.6558,5.8893,3.2731,58.8235,8.6598,10.9949,0.7681,9.9729,4.4625,43.7342,17.5973,18.5373,5.5221,3.5054,4.6243,17.1939,3.4722,0.5659,32.1658,55.8996,10.986,15.7504,92.404,21.7328,21.1507,123.467,13.7562,18.5088,0.4445,68.3467,11.5207,7.966,1.0274,26.136,2.0005,37.6665,148.08,4.1189,0.9968,3.6458,182.456,3.5211,58.8448,14.7468,98.1359,5.5559,10.012,13.185,54.2198,119.755,45.8272,772.976,19.1,67.5105,3.8992,2.0949,117.077,124.381,9.3625,4.0921,8.6331,243.85
"NXF1",2088.09,1223.29,2791.39,1242.26,2492.76,1716.48,1195.52,2787.53,1939.35,1515.16,1639.58,1011.31,1921.64,1370.48,1381.01,1286.81,1192.59,941.892,1423.79,1918.14,1618.14,3448.48,1293.9,1952.7,1935.09,1851.26,1371.91,1239.68,1764.44,1343.53,700,1561.9,1636.68,1088.29,1483.2,1082.85,1129.73,1106.39,533.149,1593.48,1368.7,1784.72,1715.7,1349.35,1599.15,1087.65,3476.04,1597.45,1462.95,2414.02,1377.84,1281.12,1375.55,2005.59,1904.8,1890.32,1154.66,1093.72,1171.68,1296.94,1163.44,1325.75,1617.94,2234.2,1195.21,1319.35,3127.04,853.541,1519.59,1618.14,1370.43,2528.12,1545.86,1973.14,1561.89,1404.6,1911.51,1441.39
"NXF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3557,0,0,0.8247,0,0,0,0,0.4806,0,0,0,0,241.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7051,0,0,0,6.0517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5613,0,0,0,9.6943,0,42.7757,0,0,0
"NXF2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0547,0,0,0,0.3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9421,0,0,0,0,0,0.7325,0,0,0
"NXF3",3.8064,0,0.3605,0.4036,1.4126,0.829,2.2472,2.5806,0.3446,0.441,0,0.3327,0.9518,0,1.2492,0.6122,4.5535,1.5705,2.3804,6.5817,0.8247,3.1921,3.4566,1.4247,1.217,0.4806,0.6768,3.9723,0.8719,1.5934,0,0,1.5783,1.6978,0,0,0,0.5944,0.3175,6.2094,0.717,0,1.1464,1.1941,1.3334,1.9668,0,0,1.0274,0.594,0.5001,6.8902,2.1417,0.2942,1.9935,1.2153,0.8097,1.896,1.7393,1.5523,0.6039,0.2646,0,0.3296,4.7492,0.1857,1.7971,0,0.3237,0,3.2993,0,0.7457,0.5215,0,1.023,1.4388,0
"NXF4",0.5438,0,0,0,0,0,0,0,0,0,0,0,0.3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2972,0,0.3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXF5",0.5438,0,0,0,0.4709,0,0,0,0,0.441,0,0,0,1.2011,0,0,0,0,0,4.5249,0,0,0.7681,0,2.0284,0,0,0,0,0,5.7803,0,0,0,0,0.6695,1.0986,0.2972,0,0.3881,0,0.3957,0,0.5971,0,0,0,0,0,0,1.0003,0,1.2238,0,0.3323,0,0,0.2709,0,0.2587,0,0,0,0.3296,0,0.7427,0,0,0,0.5274,0.2999,0,0,0,2.7537,0,0,0
"NXN",488.853,1548.56,285.843,747.856,1801.53,1485.6,1138.97,333.763,312.543,534.45,241.166,555.556,1249.05,2134.99,372.267,212.121,379.178,946.211,1043.52,1720.28,990.103,185.849,511.57,849.124,945.233,1058.75,678.511,396.897,540.87,207.776,435.26,633.081,1493.37,1088.85,1490.35,109.456,328.115,336.404,1186.33,445.911,820.577,459.834,1409.63,397.94,1352.92,491.702,504.147,394.583,934.891,777.25,131.533,679.835,186.936,671.668,501.701,1272.37,1067.48,361.322,375.1,456.633,400.696,1261.72,2291.95,379.728,1055.51,1153.92,417.837,1072.4,552.282,326.477,2112.18,1297.58,1132.74,216.688,609.115,1721.23,1110.79,662.084
"NXNL1",1.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6558,0,0,0.4114,0,0,0,0,0,0,0,0.331,0,0.3187,0,0,0.6313,0,0.3574,0,0,0,0,0,0.3585,0,0.3821,0,0,0,0.4608,0,0,0,0,0,0,0,0,1.2153,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5115,0,2.1708
"NXNL2",15.2257,0.5403,0.3605,1.2108,0,2.0725,0,0.4301,2.4121,6.1735,18.5512,15.9681,1.5863,1.8017,0,0.6122,0.8279,2.7483,0.5951,1.2341,1.6495,0,2.3044,2.2795,1.6227,1.9224,0.3384,0.662,1.4532,0,8.0925,13.0674,0.947,1.6978,0.3574,0.6695,1.0986,1.4859,0.9526,27.5541,0.717,0,0,0.8956,8.8891,0,0.9217,1.0621,0,0,1.0003,0,2.1417,0.8826,0.9968,1.2153,0.5398,0.2709,1.4494,0.2587,0.9059,3.4394,0.801,17.7998,0.3958,0.1857,0,1.2687,0.6475,1.0549,2.3995,1.2569,0.7457,1.8253,3.8552,1.023,1.4388,4.3415
"NXPH1",725.938,150.209,7.2092,877.409,15231.5,2066.32,5.2435,0,473.467,156.102,51.2367,2615.77,1630.39,0,271.705,1596.27,7.0372,7.8524,430.856,61.703,0.4124,51.4276,331.061,24.5049,0,42.2924,1276.14,0,0.2906,45.2518,501.156,2.4072,14.5202,1083.19,1101.5,0,396.228,0.5944,10.1613,692.733,1033.16,0,362.247,1.7912,1.7778,0.9834,55.7604,0.5311,726.339,188.298,3759.94,0.9187,22.0285,1.471,171.442,10.9373,19.973,1196.1,2.319,0.5174,57.0698,1.852,223.068,135.146,1590.98,0.3713,812.311,1.2687,1.2949,618.144,684.763,0,9.6943,78.7484,0,2936.57,0,0
"NXPH2",0.5438,0,1.8023,0.8072,0.4709,3.3161,1.1236,0,0,0,10.6007,0.3327,152.284,1.2011,0.6246,0,0,0.7852,0,0.4114,0.4124,0.7093,0,10.5428,0.4057,0,1.3536,0.662,44.467,0.3187,0,0.3439,0.6313,1.6978,2.1444,0,1.831,0.2972,0,0.7762,0,7.1231,0.3821,0.5971,0,0,0,0,0,6.534,3.0008,0.9187,0,1.1768,0,0.6076,1.3495,0,0,0.2587,4.2274,0.7937,0,0.6593,0,0.1857,0,4.1234,2.9136,0,0.2999,0,0.7457,40.9387,2.2029,2.5575,0,5.7887
"NXPH3",263.73,96.7175,22.3484,162.648,142.201,28.1865,41.5736,55.4839,144.728,369.529,14.1343,122.422,13.0076,121.914,59.9625,11.3254,72.0273,133.883,48.5011,130.81,132.371,15.9603,147.095,12.2525,110.751,64.8805,33.8409,46.0122,18.8912,14.9777,33.526,75.9972,54.9242,83.7578,46.4618,4.0167,37.7186,79.9406,25.7207,178.131,27.962,18.2034,121.895,49.2574,187.56,58.5126,36.8664,61.0728,64.2096,53.4601,16.5041,41.8006,34.8784,11.7682,18.6061,64.4083,52.3617,6.2297,36.5244,28.4587,69.45,80.9577,26.0312,125.917,134.164,42.1463,78.1759,39.0136,9.3882,65.9283,339.532,38.1272,31.3199,46.6754,56.7259,15.8568,79.8561,13.0246
"NXPH4",42.4144,1393.49,22.7088,1024.32,224.603,34.4041,697.387,766.021,22.7429,63.4991,126.325,371.257,268.401,284.065,76.2024,52.3416,2172.82,446.408,458.231,181.407,303.093,111.722,1751.32,587.833,151.319,359.966,156.345,14.896,13.0785,17.8458,2376.3,110.041,141.414,31.6921,271.98,56.569,21.972,34.1753,11.4314,68.3031,952.859,1087.06,252.961,30.45,77.7795,1968.29,535.945,57.3553,395.531,187.407,125.531,1562.7,1489.98,252.427,471.134,1663.68,73.1444,551.734,656.569,789.341,704.465,26.4568,45.2543,62.2991,478.084,1218.9,1153.32,278.487,116.866,94.9367,172.166,44.4119,823.266,222.425,645.463,34.7826,482.014,109.986
"NXT1",428.494,4885.05,413.085,376.148,416.245,596.891,372.664,798.71,330.462,203.285,286.219,323.686,422.906,343.52,267.333,208.754,452.447,365.135,311.538,294.94,439.175,682.39,402.496,688.417,203.651,208.098,194.585,240.654,371.721,160.93,230.636,622.421,306.818,495.19,241.244,501.757,194.818,260.624,235.932,188.998,287.148,387.416,255.636,361.221,352.897,215.857,259.908,241.636,340.054,564.895,373.093,369.316,434.144,248.014,427.276,284.369,348.988,221.56,384.955,365.565,225.863,266.42,301.562,358.632,252.498,353.695,233.629,200.777,224.668,400.317,376.725,356.133,521.253,427.64,534.215,716.623999999999,508.633,499.276
"NXT2",127.243,326.894,153.195,336.192,326.781,699.689,248.318,210.323,249.483,161.834,353.357,449.767,555.203,244.428,452.217,448.424,368.83,1262.66,604.032,290.416,1162.06,314.24,337.59,222.254,315.213,370.059,419.289,600.145,285.403,433.397,741.619,386.52,274.937,524.618,765.904,1615.06,320.425,381.278,780.83,343.068,737.05,169.767,443.256,358.833,272.45,428.273,4841.47,292.087,351.355,438.372,634.659,288.011,2160.32,409.826,381.093,182.288,462.078,506.5,411.044,346.161,359.932,532.84,601.922,400.165,442.466,422.02,362.125,1510.11,321.139,368.144,944.211,336.022,674.124,475.88,247.832,433.76,150.36,527.496
"NYNRIN",327.896,734.837,97.6841,241.348,116.304,190.259,1244.96,90.7527,615.438,301.18,484.099,362.275,627.538,234.218,249.219,198.653,275.691,661.17,127.055,550.391,147.629,1551.34,256.553,196.609,270.588,507.99,296.785,274.749,172.637,230.083,168.208,489.684,642.992,311.828,349.893,50.8787,239.128,1361.96,3466.58,598.816,139.093,96.1615,790.982,276.438,211.56,170.129,358.986,177.908,730.962,134.244,205.051,285.714,100.046,237.423,109.643,131.247,346.019,123.781,132.473,138.154,202.311,787.883,205.446,313.803,387.85,197.178,170.729,228.055,965.685,263.186,652.37,351.105,654.735,244.068,469.228,562.148,174.82,98.4081
"NYX",4.3502,0.5403,0,0.4036,0,0,0,0.4301,0,0,0,0,8.8832,0,0,0,0,0,1.7853,0,0,0,0.3841,0,0,0,0.3384,1.3241,0,0.956,0,0,0,0.5659,0,0.6695,0,0,0,0.3881,0.3585,0,3.0569,1.1941,0,0,0,0,1.541,0,0,0,0.6119,1.471,0,0.6076,0.5398,0,0,0.2587,0,0.2646,0,0,0,0,0,0.3172,0.3237,0,0.5999,0.419,25.3542,0.2608,0,0,0,0
"OAF",456.77,1176.82,505.722,555.342,470.394,569.948,1124.36,658.495,419.021,384.963,297.703,284.099,495.876,781.329,245.472,1276.09,447.894,553.592,182.995,953.517,633.814,426.671,240.806,1368.57,627.586,730.986,623.012,480.976,456.005,242.511,271.676,853.508,1028.72,545.557,1062.9,347.782,233.269,361.664,330.876,272.048,390.751,299.96,442.873,411.374,464.899,599.877,558.064,262.347,1045.85,576.775,232.558,780.891,207.741,503.383,434.253,589.397,478.543,232.394,248.714,362.719,692.083999999999,531.252,394.874,242.934,352.627,463.795,527.912,368.567,289.414,800.106,816.137,439.51,558.538,389.57,717.61,239.386,1256.12,1421.13
"OAS1",911.908999999999,1126.03,3752.37,1882.76,470.865,712.953,1320.99,463.226,419.366,5154.45,2068.9,4246.84,461.294,564.526,1324.8,1340.07,1530.79,1761.68,792.68,883.998,1405.36,549.034,685.166,2021.66,5355.78,1706.6,651.1,959.636,962.581,545.57,384.393,5566.71,857.639,622.524,1167.26,3307.45,254.875,570.58,5053.32,508.78,557.806,409.577,3570.12,914.994,478.233,448.924,521.659,395.114,1994.61,2651.32,2420.11,1474.97,626.281,1879.38,1917.76,980.708,4298.25,1241.6,164.94,3659.79,670.343,7813.22,397.277,334.24,543.782,455.626,660.452,479.581,2091.62,1231.54,501.5,1173.56,841.909,1731.94,1748.04,71.6113,717.986,1937.05
"OAS2",1275.15,567.878,9537.35000000001,3963.68,584.815,2263.21,3194.05,421.505,931.771000000001,16575,5704.06,8067.2,1063.45,1412.52,1435.35,5292.62,4462.38,4190.81,759.354,1513.37,1167.42,1124.31,1229,3383.96,9277.48000000001,5321.64,1178.34,2952.39,856.79,1459.53,635.26,9261.69,1332.7,1732.88,2227.31,7576.9,1146.94,1154.53,437.569,1113.03,1163.65,485.556,4160.11,1521.9,1309.36,684.45,1125.81,874.137,2699.88,4218.3,5950.99,2753.79,821.478,3547.22,5052.23,1356.83,11323.1,4302.28,466.99,11263.7,1408.02,14783.5,510.212,567.285,1647.57,1318.6,803.774,923.004,5186.79,3113.4,1547.99,1941.13,1082.03,4490.48,2383.04,107.417,956.115,4070.91
"OAS3",1934.2,858.03,8266.38,2919.58,794.821,2518.96,3888.07,286.022,1205.03,14149.3,4991.17,9152.36,803.617,1793.27,1435.98,3606.98,4185.04,3347.47,2478.02,1568.9,2162.89,582.727,2911.95,4048.44,9793.10000000001,4357.56,1484.26,2984.17,2344.55,1668.58,1053.18,8356.95,2180.87,1667.8,2489.99,5914.31,1167.08,3040.71,1037.4,1402.54,1615.34,1689.36,7348.87,2759.31,1876.49,1582.79,941.014,1195.96,2432.77,4519.45,4204.55,2616.9,2363.78,5127.39,4690.07,1753.61,8038.6,5129.2,682.658,8640.07,1801.77,11329.1,1637.97,1532.43,1735.43,1208.5,1211.73,2131.79,3735.84,2798.52,1636.17,2525.19,1356.45,6439.63,1689.66,233.76,566.187,3638.21
